GCA_protein_ID,GCA_gene_ID,GCF_protein_ID,GCF_gene_ID,common_name,product,Orthogroup
ABJ13981.1,PA14_60900,WP_003141580.1,PA14_RS24880,PA14_RS24880,hypothetical protein,OG0003951
ABJ13982.1,PA14_60920,WP_003141582.1,PA14_RS24885,yjiA,GTPase,OG0003952
ABJ13983.1,PA14_60930,WP_003094856.1,PA14_RS24890,PA14_RS24890,YbdD/YjiX family protein,OG0003953
ABJ13984.1,PA14_60950,WP_003141584.1,PA14_RS24895,PA14_RS24895,carbon starvation protein A,OG0003954
ABJ13985.1,PA14_60960,WP_003094862.1,PA14_RS24900,PA14_RS24900,DUF3015 domain-containing protein,OG0000213
ABJ13986.1,PA14_60970,WP_003094864.1,PA14_RS24905,mapZ,cyclic di-GMP-binding protein MapZ,OG0003955
ABJ13987.1,PA14_60990,WP_003094867.1,PA14_RS24910,radA,DNA repair protein RadA,OG0003956
ABJ13988.1,PA14_61000,WP_003141586.1,PA14_RS24915,PA14_RS24915,CopD family protein,OG0003957
ABJ13989.1,PA14_61010,WP_003094873.1,PA14_RS24920,PA14_RS24920,YdcH family protein,OG0003958
ABJ13990.1,PA14_61020,WP_003141587.1,PA14_RS24925,PA14_RS24925,ankyrin repeat domain-containing protein,OG0003959
ABJ13991.1,PA14_61040,WP_003094881.1,PA14_RS24930,katB,catalase KatB,OG0003960
ABJ13992.1,PA14_61050,WP_003094890.1,PA14_RS24940,mscL,large-conductance mechanosensitive channel protein MscL,OG0003961
ABJ13993.1,PA14_61060,WP_003110878.1,PA14_RS24945,PA14_RS24945,ferredoxin--NADP reductase,OG0003962
ABJ13994.1,PA14_61080,WP_003094894.1,PA14_RS24950,PA14_RS24950,DctP family TRAP transporter solute-binding subunit,OG0000015
ABJ13995.1,PA14_61090,WP_003121341.1,PA14_RS24955,PA14_RS24955,class I SAM-dependent methyltransferase,OG0003963
ABJ13996.1,PA14_61110,WP_009316244.1,PA14_RS24960,PA14_RS24960,nucleotidyltransferase family protein,OG0003964
ABJ13997.1,PA14_61120,WP_003094899.1,PA14_RS24965,PA14_RS24965,XdhC family protein,OG0003965
ABJ13998.1,PA14_61130,WP_003141588.1,PA14_RS24970,PA14_RS24970,cytochrome c,OG0003966
ABJ13999.1,PA14_61140,WP_003094903.1,PA14_RS24975,PA14_RS24975,(2Fe-2S)-binding protein,OG0003967
ABJ14000.1,PA14_61150,WP_003141589.1,PA14_RS24980,PA14_RS24980,xanthine dehydrogenase family protein molybdopterin-binding subunit,OG0003968
ABJ14001.1,PA14_61170,WP_003094912.1,PA14_RS24985,PA14_RS24985,MFS transporter,OG0003969
ABJ14002.1,PA14_61180,WP_003106768.1,PA14_RS24990,PA14_RS24990,hypothetical protein,OG0003970
ABJ14003.1,PA14_61190,WP_003141590.1,PA14_RS24995,cdrB,two-partner secretion system transporter CdrB,OG0003971
ABJ14004.1,PA14_61200,WP_011666768.1,PA14_RS25000,PA14_RS25000,MBG domain-containing protein,OG0003972
ABJ14005.1,PA14_61210,WP_003094919.1,PA14_RS25005,PA14_RS25005,2-hydroxyacid dehydrogenase,OG0003973
ABJ14006.1,PA14_61220,WP_003141607.1,PA14_RS25010,PA14_RS25010,class I SAM-dependent methyltransferase,OG0003974
ABJ14007.1,PA14_61250,WP_003114709.1,PA14_RS25015,PA14_RS25015,amino acid permease,OG0003975
ABJ14008.1,PA14_61260,WP_003094926.1,PA14_RS25020,PA14_RS25020,TMEM165/GDT1 family protein,OG0003976
ABJ14009.1,PA14_61270,WP_003094928.1,PA14_RS25025,PA14_RS25025,nuclear transport factor 2 family protein,OG0003977
ABJ14010.1,PA14_61280,WP_003121034.1,PA14_RS25030,PA14_RS25030,NAD-dependent epimerase/dehydratase family protein,OG0003978
ABJ14011.1,PA14_61290,WP_003094932.1,PA14_RS25035,PA14_RS25035,M48 family metallopeptidase,OG0003979
ABJ14012.1,PA14_61300,,,,,
ABJ14013.1,PA14_61320,WP_003141612.1,PA14_RS25045,PA14_RS25045,SOS response-associated peptidase,OG0003980
ABJ14014.1,PA14_61330,WP_003094941.1,PA14_RS25050,PA14_RS25050,MgtC/SapB family protein,OG0003981
ABJ14015.1,PA14_61340,WP_003094943.1,PA14_RS25055,PA14_RS25055,DUF2007 domain-containing protein,OG0003982
ABJ14016.1,PA14_61350,WP_003094945.1,PA14_RS25060,PA14_RS25060,CPXCG motif-containing cysteine-rich protein,OG0003983
ABJ14017.1,PA14_61360,WP_003099351.1,PA14_RS25065,PA14_RS25065,1-acyl-sn-glycerol-3-phosphate acyltransferase,OG0003984
ABJ14018.1,PA14_61370,WP_003094948.1,PA14_RS25070,PA14_RS25070,hypothetical protein,OG0003985
ABJ14019.1,PA14_61380,WP_003094951.1,,,,OG0003986
ABJ14020.1,PA14_61390,WP_003094953.1,PA14_RS25080,PA14_RS25080,YajG family lipoprotein,OG0003987
ABJ14021.1,PA14_61400,WP_003141615.1,PA14_RS25085,mqo,malate dehydrogenase (quinone),OG0000194
ABJ14022.1,PA14_61410,WP_003094957.1,PA14_RS25090,PA14_RS25090,VOC family protein,OG0003988
ABJ14023.1,PA14_61430,WP_003094960.1,PA14_RS25095,PA14_RS25095,PA4642 family protein,OG0003989
ABJ14024.1,PA14_61440,WP_003094962.1,PA14_RS25100,PA14_RS25100,hypothetical protein,OG0003990
ABJ14025.1,PA14_61450,WP_003094965.1,PA14_RS25105,PA14_RS25105,WbuC family cupin fold metalloprotein,OG0003991
ABJ14026.1,PA14_61460,WP_003094967.1,PA14_RS25110,PA14_RS25110,hypoxanthine-guanine phosphoribosyltransferase,OG0003992
ABJ14027.1,PA14_61470,WP_003094968.1,PA14_RS25115,upp,uracil phosphoribosyltransferase,OG0003993
ABJ14028.1,PA14_61480,WP_003094970.1,PA14_RS25120,PA14_RS25120,uracil-xanthine permease family protein,OG0003994
ABJ14029.1,PA14_61500,WP_003099340.1,PA14_RS25125,PA14_RS25125,spore coat U domain-containing protein,OG0003995
ABJ14030.1,PA14_61510,WP_003135089.1,PA14_RS25130,PA14_RS25130,spore coat U domain-containing protein,OG0003996
ABJ14031.1,PA14_61520,WP_003141616.1,PA14_RS25135,PA14_RS25135,spore coat U domain-containing protein,OG0003997
ABJ14032.1,PA14_61530,WP_003141617.1,PA14_RS25140,PA14_RS25140,molecular chaperone,OG0003998
ABJ14033.1,PA14_61540,WP_003141618.1,PA14_RS25145,PA14_RS25145,fimbrial biogenesis outer membrane usher protein,OG0003999
ABJ14034.1,PA14_61550,WP_003099330.1,PA14_RS25150,PA14_RS25150,spore coat U domain-containing protein,OG0004000
ABJ14035.1,PA14_61560,WP_003099328.1,PA14_RS25155,PA14_RS25155,MFS transporter,OG0004001
ABJ14036.1,PA14_61580,WP_003141619.1,PA14_RS25160,hemH,ferrochelatase,OG0004002
ABJ14037.1,PA14_61590,WP_003141621.1,PA14_RS25165,PA14_RS25165,TIGR01777 family oxidoreductase,OG0004003
ABJ14038.1,PA14_61600,WP_003094987.1,PA14_RS25170,PA14_RS25170,NAD(P)/FAD-dependent oxidoreductase,OG0004004
ABJ14039.1,PA14_61610,WP_003141622.1,PA14_RS25175,PA14_RS25175,DUF523 and DUF1722 domain-containing protein,OG0004005
ABJ14040.1,PA14_61620,WP_003141623.1,PA14_RS25180,PA14_RS25180,MerR family transcriptional regulator,OG0004006
ABJ14041.1,PA14_61640,WP_003141624.1,PA14_RS25185,phrB,deoxyribodipyrimidine photo-lyase,OG0004007
ABJ14042.1,PA14_61650,WP_003099307.1,PA14_RS25190,pagL,lipid A 3-O-deacylase,OG0004008
ABJ14043.1,PA14_61660,WP_003141625.1,PA14_RS25195,murI,glutamate racemase,OG0004009
ABJ14044.1,PA14_61670,WP_003141626.1,PA14_RS25200,PA14_RS25200,molybdopterin-synthase adenylyltransferase MoeB,OG0004010
ABJ14045.1,PA14_61680,WP_003114694.1,PA14_RS25205,prmC,peptide chain release factor N(5)-glutamine methyltransferase,OG0004011
ABJ14046.1,PA14_61700,WP_003099290.1,PA14_RS25210,prfA,peptide chain release factor 1,OG0004012
ABJ14047.1,PA14_61710,WP_003095001.1,PA14_RS25215,hemA,glutamyl-tRNA reductase,OG0004013
ABJ14048.1,PA14_61720,WP_003135130.1,PA14_RS25220,lbcA,proteolytic complex protein LbcA,OG0004014
ABJ14049.1,PA14_61740,WP_003095005.1,PA14_RS25225,lolB,lipoprotein insertase outer membrane protein LolB,OG0004015
ABJ14050.1,PA14_61750,WP_003095007.1,PA14_RS25230,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,OG0004016
ABJ14051.1,PA14_61770,WP_003099281.1,PA14_RS25240,PA14_RS25240,ribose-phosphate pyrophosphokinase,OG0004017
ABJ14052.1,PA14_61780,WP_003095013.1,PA14_RS25245,PA14_RS25245,50S ribosomal protein L25/general stress protein Ctc,OG0004018
ABJ14053.1,PA14_61790,WP_003099278.1,PA14_RS25250,pth,aminoacyl-tRNA hydrolase,OG0004019
ABJ14054.1,PA14_61820,WP_003099270.1,PA14_RS25255,ychF,redox-regulated ATPase YchF,OG0004020
ABJ14055.1,PA14_61840,WP_003133769.1,PA14_RS25265,PA14_RS25265,HigA family addiction module antitoxin,OG0004021
ABJ14056.1,PA14_61850,WP_003141628.1,PA14_RS25270,PA14_RS25270,TonB-dependent receptor,OG0004022
ABJ14057.1,PA14_61860,WP_003095021.1,PA14_RS25275,can,carbonate dehydratase,OG0004023
ABJ14058.1,PA14_61870,WP_003141631.1,PA14_RS25280,PA14_RS25280,C69 family dipeptidase,OG0004024
ABJ14059.1,PA14_61880,WP_003095025.1,PA14_RS25285,rimI,ribosomal protein S18-alanine N-acetyltransferase,OG0004025
ABJ14060.1,PA14_61890,WP_003141633.1,PA14_RS25290,PA14_RS25290,hypothetical protein,OG0004026
ABJ14061.1,PA14_61910,WP_003141635.1,PA14_RS25295,PA14_RS25295,hypothetical protein,OG0004027
ABJ14062.1,PA14_61920,WP_003141637.1,PA14_RS25300,PA14_RS25300,hypothetical protein,OG0004028
ABJ14063.1,PA14_61940,WP_003095033.1,PA14_RS25305,PA14_RS25305,hypothetical protein,OG0004029
ABJ14064.1,PA14_61950,WP_003095035.1,PA14_RS25310,PA14_RS25310,hypothetical protein,OG0004030
ABJ14065.1,PA14_61960,WP_003095037.1,PA14_RS25315,mksB,Mks condensin complex protein MksB,OG0004031
ABJ14066.1,PA14_61980,WP_003095041.1,PA14_RS25320,mksE,Mks condensin complex protein MksE,OG0004032
ABJ14067.1,PA14_61990,WP_003141640.1,PA14_RS25325,mksF,Mks condensin complex protein MksF,OG0004033
ABJ14068.1,PA14_62000,WP_003095046.1,PA14_RS25330,PA14_RS25330,iron ABC transporter substrate-binding protein,OG0004034
ABJ14069.1,PA14_62010,WP_003141642.1,PA14_RS25335,PA14_RS25335,iron ABC transporter permease,OG0004035
ABJ14070.1,PA14_62020,WP_003107435.1,PA14_RS25340,PA14_RS25340,PqiB family protein,OG0000143
ABJ14071.1,PA14_62030,WP_003107436.1,PA14_RS25345,PA14_RS25345,paraquat-inducible protein A,OG0000142
ABJ14072.1,PA14_62040,WP_011666770.1,PA14_RS25350,PA14_RS25350,paraquat-inducible protein A,OG0004036
ABJ14073.1,PA14_62100,WP_003141653.1,PA14_RS25380,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,OG0004037
ABJ14074.1,PA14_62110,WP_003141655.1,PA14_RS25385,msrP,protein-methionine-sulfoxide reductase catalytic subunit MsrP,OG0004038
ABJ14075.1,PA14_62120,WP_003095061.1,PA14_RS25390,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,OG0004039
ABJ14076.1,PA14_62130,WP_003095066.1,PA14_RS25395,ilvC,ketol-acid reductoisomerase,OG0004040
ABJ14077.1,PA14_62150,WP_003095069.1,PA14_RS25400,ilvN,acetolactate synthase small subunit,OG0004041
ABJ14078.1,PA14_62160,WP_003095071.1,PA14_RS25405,PA14_RS25405,acetolactate synthase 3 large subunit,OG0004042
ABJ14079.1,PA14_62170,WP_003095076.1,PA14_RS25410,PA14_RS25410,DUF4124 domain-containing protein,OG0004043
ABJ14080.1,PA14_62180,WP_003111351.1,PA14_RS25415,PA14_RS25415,YqcC family protein,OG0004044
ABJ14081.1,PA14_62190,WP_003095080.1,PA14_RS25420,lpoP,penicillin-binding protein activator LpoP,OG0004045
ABJ14082.1,PA14_62200,WP_003111352.1,PA14_RS25425,mrcB,penicillin-binding protein 1B,OG0004046
ABJ14083.1,PA14_62230,WP_003141659.1,PA14_RS25430,PA14_RS25430,AAA family ATPase,OG0004047
ABJ14084.1,PA14_62240,WP_003095090.1,PA14_RS25435,PA14_RS25435,pentapeptide repeat-containing protein,OG0004048
ABJ14085.1,PA14_62250,WP_003095094.1,PA14_RS25440,PA14_RS25440,TfoX/Sxy family protein,OG0004049
ABJ14086.1,PA14_62260,WP_003141662.1,PA14_RS25445,cbpA,cAMP-binding protein CbpA,OG0004050
ABJ14087.1,PA14_62270,WP_003141664.1,PA14_RS25450,PA14_RS25450,ChaN family lipoprotein,OG0004051
ABJ14088.1,PA14_62280,WP_003095098.1,PA14_RS25455,PA14_RS25455,heme ABC transporter ATP-binding protein,OG0004052
ABJ14089.1,PA14_62290,WP_003121063.1,PA14_RS25460,PA14_RS25460,iron ABC transporter permease,OG0004053
ABJ14090.1,PA14_62300,WP_003141666.1,PA14_RS25465,PA14_RS25465,hemin ABC transporter substrate-binding protein,OG0004054
ABJ14091.1,PA14_62330,WP_004365355.1,PA14_RS25470,PA14_RS25470,hemin-degrading factor,OG0004055
ABJ14092.1,PA14_62350,WP_003095102.1,PA14_RS25475,phuR,heme/hemoglobin uptake receptor PhuR,OG0004056
ABJ14093.1,PA14_62360,WP_003121065.1,PA14_RS25480,PA14_RS25480,Rieske (2Fe-2S) protein,OG0004057
ABJ14094.1,PA14_62370,WP_004365357.1,PA14_RS25485,PA14_RS25485,DUF4136 domain-containing protein,OG0004058
ABJ14095.1,PA14_62380,WP_004365359.1,PA14_RS25490,PA14_RS25490,DUF4345 family protein,OG0004059
ABJ14096.1,PA14_62390,WP_003095106.1,PA14_RS25495,PA14_RS25495,DUF411 domain-containing protein,OG0004060
ABJ14097.1,PA14_62400,WP_004365361.1,PA14_RS25500,alaC,alanine transaminase,OG0004061
ABJ14098.1,PA14_62410,WP_004365363.1,PA14_RS25505,PA14_RS25505,PhzF family phenazine biosynthesis protein,OG0004062
ABJ14099.1,PA14_62420,WP_003095112.1,PA14_RS25510,PA14_RS25510,neutral zinc metallopeptidase,OG0004063
ABJ14100.1,PA14_62430,WP_003111176.1,PA14_RS25515,PA14_RS25515,hypothetical protein,OG0004064
ABJ14101.1,PA14_62440,WP_003095114.1,PA14_RS25520,PA14_RS25520,NCS2 family permease,OG0000093
ABJ14102.1,PA14_62450,WP_004365367.1,PA14_RS25525,trmA,tRNA (uridine(54)-C5)-methyltransferase TrmA,OG0004065
ABJ14103.1,PA14_62470,WP_004365369.1,PA14_RS25530,sfsA,DNA/RNA nuclease SfsA,OG0004066
ABJ14104.1,PA14_62480,WP_004365371.1,PA14_RS25535,PA14_RS25535,pyridoxal phosphate-dependent aminotransferase,OG0004067
ABJ14105.1,PA14_62490,WP_003095122.1,PA14_RS25540,dksA,RNA polymerase-binding protein DksA,OG0004068
ABJ14106.1,PA14_62510,WP_003146131.1,PA14_RS25545,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,OG0004069
ABJ14107.1,PA14_62520,WP_003095129.1,PA14_RS25550,PA14_RS25550,hypothetical protein,OG0004070
ABJ14108.1,PA14_62530,WP_003095132.1,PA14_RS25555,cbrA,two-component system sensor histidine kinase CbrA,OG0004071
ABJ14109.1,PA14_62540,WP_003095138.1,PA14_RS25560,cbrB,two-component system response regulator CbrB,OG0004072
ABJ14110.1,PA14_62560,WP_003135224.1,PA14_RS25565,PA14_RS25565,polynucleotide adenylyltransferase PcnB,OG0004073
ABJ14111.1,PA14_62570,WP_003100189.1,PA14_RS25570,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,OG0004074
ABJ14112.1,PA14_62580,WP_003095147.1,PA14_RS25575,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,OG0004075
ABJ14113.1,PA14_62590,WP_003109313.1,PA14_RS25580,panC,pantoate--beta-alanine ligase,OG0004076
ABJ14114.1,PA14_62600,WP_003095150.1,PA14_RS25585,PA14_RS25585,aspartate 1-decarboxylase,OG0004077
ABJ14115.1,PA14_62620,WP_003100194.1,PA14_RS25590,pgi,glucose-6-phosphate isomerase,OG0004078
ABJ14116.1,PA14_62630,WP_003135230.1,PA14_RS25595,acs,acetate--CoA ligase,OG0000054
ABJ14117.1,PA14_62640,WP_003109315.1,PA14_RS25600,PA14_RS25600,oxygenase MpaB family protein,OG0004079
ABJ14118.1,PA14_62650,WP_004365379.1,PA14_RS25605,PA14_RS25605,DUF748 domain-containing protein,OG0004080
ABJ14119.1,PA14_62660,WP_003100541.1,PA14_RS25610,PA14_RS25610,DUF2845 domain-containing protein,OG0000215
ABJ14120.1,PA14_62670,WP_003095173.1,PA14_RS25615,PA14_RS25615,DUF2845 domain-containing protein,OG0000215
ABJ14121.1,PA14_62680,WP_003095174.1,PA14_RS25620,PA14_RS25620,CsbD family protein,OG0004081
ABJ14122.1,PA14_62690,WP_003095177.1,PA14_RS25625,PA14_RS25625,BON domain-containing protein,OG0004082
ABJ14123.1,PA14_62710,WP_003095181.1,PA14_RS25630,pnp,polyribonucleotide nucleotidyltransferase,OG0004083
ABJ14124.1,PA14_62720,WP_003095184.1,PA14_RS25635,rpsO,30S ribosomal protein S15,OG0004084
ABJ14125.1,PA14_62730,WP_003135237.1,PA14_RS25640,truB,tRNA pseudouridine(55) synthase TruB,OG0004085
ABJ14126.1,PA14_62740,WP_003095188.1,PA14_RS25645,rbfA,30S ribosome-binding factor RbfA,OG0004086
ABJ14127.1,PA14_62760,WP_003100517.1,PA14_RS25650,infB,translation initiation factor IF-2,OG0004087
ABJ14128.1,PA14_62770,WP_003095192.1,PA14_RS25655,nusA,transcription termination factor NusA,OG0004088
ABJ14129.1,PA14_62780,WP_003095193.1,PA14_RS25660,rimP,ribosome maturation factor RimP,OG0004089
ABJ14130.1,PA14_62810,WP_004365383.1,PA14_RS25675,secG,preprotein translocase subunit SecG,OG0004090
ABJ14131.1,PA14_62830,WP_003100513.1,PA14_RS25680,tpiA,triose-phosphate isomerase,OG0004091
ABJ14132.1,PA14_62840,WP_003095196.1,PA14_RS25685,glmM,phosphoglucosamine mutase,OG0004092
ABJ14133.1,PA14_62850,WP_004365384.1,PA14_RS25690,folP,dihydropteroate synthase,OG0004093
ABJ14134.1,PA14_62860,WP_003095200.1,PA14_RS25695,ftsH,ATP-dependent zinc metalloprotease FtsH,OG0004094
ABJ14135.1,PA14_62870,WP_003095202.1,PA14_RS25700,rlmE,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,OG0004095
ABJ14136.1,PA14_62880,WP_003095204.1,PA14_RS25705,yhbY,ribosome assembly RNA-binding protein YhbY,OG0004096
ABJ14137.1,PA14_62890,WP_003109321.1,PA14_RS25710,PA14_RS25710,DUF4149 domain-containing protein,OG0004097
ABJ14138.1,PA14_62900,WP_003095206.1,PA14_RS25715,greA,transcription elongation factor GreA,OG0004098
ABJ14139.1,PA14_62910,WP_003095207.1,PA14_RS25720,carB,carbamoyl-phosphate synthase large subunit,OG0004099
ABJ14140.1,PA14_62920,WP_003095208.1,PA14_RS25725,leuE,leucine efflux protein LeuE,OG0004100
ABJ14141.1,PA14_62930,WP_011666772.1,PA14_RS25730,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,OG0004101
ABJ14142.1,PA14_62940,WP_003095210.1,PA14_RS25735,dapB,4-hydroxy-tetrahydrodipicolinate reductase,OG0004102
ABJ14143.1,PA14_62960,WP_003095211.1,PA14_RS25740,dnaJ,molecular chaperone DnaJ,OG0004103
ABJ14144.1,PA14_62970,WP_003095212.1,PA14_RS25745,dnaK,molecular chaperone DnaK,OG0004104
ABJ14145.1,PA14_62990,WP_003095213.1,PA14_RS25750,grpE,nucleotide exchange factor GrpE,OG0004105
ABJ14146.1,PA14_63010,WP_003135243.1,PA14_RS25755,recN,DNA repair protein RecN,OG0004106
ABJ14147.1,PA14_63020,WP_003095216.1,PA14_RS25760,fur,ferric iron uptake transcriptional regulator,OG0004107
ABJ14148.1,PA14_63030,WP_003109323.1,PA14_RS25765,PA14_RS25765,outer membrane protein assembly factor BamE,OG0004108
ABJ14149.1,PA14_63040,WP_004365388.1,PA14_RS25770,PA14_RS25770,RnfH family protein,OG0004109
ABJ14150.1,PA14_63050,WP_004365389.1,PA14_RS25775,PA14_RS25775,type II toxin-antitoxin system RatA family toxin,OG0004110
ABJ14151.1,PA14_63060,WP_003100496.1,PA14_RS25780,smpB,SsrA-binding protein SmpB,OG0004111
ABJ14152.1,PA14_63070,WP_003095221.1,PA14_RS25785,PA14_RS25785,FCD domain-containing protein,OG0004112
ABJ14153.1,PA14_63080,WP_003100495.1,PA14_RS25790,PA14_RS25790,lactate permease LctP family transporter,OG0004113
ABJ14154.1,PA14_63090,WP_004365390.1,PA14_RS25795,lldD,FMN-dependent L-lactate dehydrogenase LldD,OG0004114
ABJ14155.1,PA14_63100,WP_004365391.1,PA14_RS25800,PA14_RS25800,FAD-binding and (Fe-S)-binding domain-containing protein,OG0004115
ABJ14156.1,PA14_63110,WP_003095236.1,PA14_RS25805,speD,adenosylmethionine decarboxylase,OG0004116
ABJ14157.1,PA14_63120,WP_016254383.1,PA14_RS25810,PA14_RS25810,spermidine synthase,OG0004117
ABJ14158.1,PA14_63130,WP_004365394.1,PA14_RS25815,PA14_RS25815,hypothetical protein,OG0004118
ABJ14159.1,PA14_63150,WP_003102236.1,PA14_RS25820,pmrA,two-component system response regulator PrmA,OG0000167
ABJ14160.1,PA14_63160,WP_003111296.1,PA14_RS25825,pmrB,two-component system sensor histidine kinase PmrB,OG0004119
ABJ14161.1,PA14_63170,WP_003095248.1,PA14_RS25830,cueR,Cu(I)-responsive transcriptional regulator,OG0004120
ABJ14162.1,PA14_63190,WP_003135252.1,PA14_RS25840,PA14_RS25840,EamA family transporter,OG0004121
ABJ14163.1,PA14_63200,WP_003095255.1,PA14_RS25845,PA14_RS25845,serine protein kinase RIO,OG0004122
ABJ14164.1,PA14_63210,WP_003095256.1,PA14_RS25850,PA14_RS25850,cyclic di-GMP phosphodiesterase,OG0004123
ABJ14165.1,PA14_63220,WP_003102243.1,PA14_RS25855,PA14_RS25855,hypothetical protein,OG0004124
ABJ14166.1,PA14_63230,WP_003102245.1,PA14_RS25860,yedA,drug/metabolite exporter YedA,OG0004125
ABJ14167.1,PA14_63240,WP_003095262.1,PA14_RS25865,PA14_RS25865,Lrp/AsnC family transcriptional regulator,OG0004126
ABJ14168.1,PA14_63250,WP_004365395.1,PA14_RS25870,PA14_RS25870,acetyl-CoA C-acetyltransferase,OG0004127
ABJ14169.1,PA14_63270,WP_004365396.1,PA14_RS25875,PA14_RS25875,3-oxoacyl-ACP reductase,OG0004128
ABJ14170.1,PA14_63280,WP_003095270.1,PA14_RS25880,PA14_RS25880,AraC family transcriptional regulator,OG0004129
ABJ14171.1,PA14_63290,WP_004365398.1,PA14_RS25885,PA14_RS25885,MaoC/PaaZ C-terminal domain-containing protein,OG0004130
ABJ14172.1,PA14_63300,WP_003102255.1,PA14_RS25890,PA14_RS25890,nucleotide pyrophosphohydrolase,OG0004131
ABJ14173.1,PA14_63310,WP_003111303.1,PA14_RS25895,PA14_RS25895,methyltransferase domain-containing protein,OG0004132
ABJ14174.1,PA14_63320,WP_004365399.1,PA14_RS25900,PA14_RS25900,DUF4136 domain-containing protein,OG0004133
ABJ14175.1,PA14_63330,WP_003102260.1,PA14_RS25905,PA14_RS25905,glycerophosphodiester phosphodiesterase family protein,OG0004134
ABJ14176.1,PA14_63340,WP_003095282.1,PA14_RS25910,PA14_RS25910,DUF4136 domain-containing protein,OG0004135
ABJ14177.1,PA14_63350,WP_003135262.1,PA14_RS25915,PA14_RS25915,GNAT family N-acetyltransferase,OG0004136
ABJ14178.1,PA14_63360,WP_003095286.1,PA14_RS25920,PA14_RS25920,DsrE family protein,OG0004137
ABJ14179.1,PA14_63370,WP_003095288.1,PA14_RS25925,PA14_RS25925,glycine cleavage system protein H,OG0004138
ABJ14180.1,PA14_63380,WP_004365400.1,PA14_RS25930,PA14_RS25930,GrpB family protein,OG0000264
ABJ14180.1,PA14_63380, WP_016254381.1,,,,OG0000264
ABJ14181.1,PA14_63390,WP_196496113.1,PA14_RS25935,PA14_RS25935,AAA family ATPase,OG0004139
ABJ14182.1,PA14_63410,WP_003095295.1,PA14_RS25940,PA14_RS25940,class I SAM-dependent methyltransferase,OG0004140
ABJ14183.1,PA14_63420,,,,,
ABJ14184.1,PA14_63430,WP_004365401.1,PA14_RS25945,PA14_RS25945,hypothetical protein,OG0004141
ABJ14185.1,PA14_63440,,,,,
ABJ14186.1,PA14_63450,WP_004365404.1,PA14_RS25960,PA14_RS25960,type II toxin-antitoxin system RelE/ParE family toxin,OG0004142
ABJ14187.1,PA14_63470,WP_003095305.1,PA14_RS25970,PA14_RS25970,class I SAM-dependent methyltransferase,OG0004143
